job_id,title,full_text,job_group
JD_039,[라이브클래스] 백엔드 엔지니어 (Intern),"상세내용합류하시면 이런 일을 함께해요! (주요업무)· LiveKlass 백엔드 시스템의 개발 및 유지보수 업무 보조· 프론트엔드 및 기획팀과의 협업을 통한 기능 개선 및 이슈 대응· 개발 문서 작성 및 테스트 자동화 지원· 운영 환경(AWS 등)의 기초적인 구성 요소 이해 및 실습· 실제 운영 중인 SaaS 환경에서의 개발 및 협업 경험을 통해 백엔드 개발자로서의 실전 감각을 기를 수 있습니다.이런 분을 찾고 있어요! (자격요건) 다음 중 일부 경험 또는 역량을 보유한 분을 찾습니다.· Java 및 Spring Boot 기반 ORM (JPA, Hibernate) 사용 경험· Mysql(mariaDB) 또는 noSql 기반의 데이터베이스 사용 경험.· 컴퓨터공학 관련 전공 또는 이에 준하는 개발 학습 경험· Git을 활용한 협업 경험 또는 이해· 문제 해결을 위해 스스로 학습하고 협업할 수 있는 태도인턴십 안내",backend
JD_040,[안랩] SW개발(Linux),"·[공통 자격요건]- 개발 언어: C, C++, Python, Go 가능자- C/C++ 기반 개발 경험자-·Linux OS 디버깅 및 분석 경험자·[공통 우대사항]- 리눅스용 보안 프로그램 개발 경험- 리눅스 시스템 프로그래밍 개발 경험- 임베디드 데이터베이스(SQ Lite 등) 사용 경험- 오픈소스 프로젝트 참여 경험[관심 분야 선택 안내]아래는·각 분야 소개 및 합류 시 얻어가실 수 있는 경험들입니다.·지원서에·관심 있는 분야를 선택하여 제출해주세요.·선택하신 분야는 전형 과정 중 적합한 포지션을 제안드리기 위해 참고 자료로 활용되며,실제 배치는 선택 분야와 상이할 수 있는 점 참고 부탁드립니다.1. 어플라이언스 제품 보안 모듈 개발 및 시스템 개발··Linux 멀티 프로세싱 사용자 영역 모듈 개발··Linux 커널 영역 네트워크 스택 개발··DPDK 네트워크 스택 개발··L7 파싱 및 프로토콜 컨트롤 데몬 개발··L7 로드밸런서 개발[추가 자격 요건]- 개발 관련 opensource 툴(git/svn, cmake, make 등) 사용 가능- 경력 2년 이상[추가 우대사항]- 리눅스 커널모듈 개발 경험- 네트워크 프로토콜 기반 운영 및 개발 경험2. ASD 엔진 개발(Linux)··Linux·eBPF 기반 시스템 필터 모듈 개발··Linux·커널 모드 시스템 필터 개발··Linux·커널, 유저모드 이벤트 기반 행위 탐지 모듈 개발[추가 자격 요건]- Linux 애플리케이션 개발 경험-·Linux OS 디버깅 및 분석 경험-·경력 3년 이상3. V3Net for Linux 제품 개발··Linux 백신 개발[추가 자격 요건]- Linux OS 디버깅 및 분석 경험자4. EXDR Linux Agent 개발··Linux Multi Process/Thread 개발···다양한 Endpoint Sensor 개발··gRpc/Rest API 이용한 통신 개발··Linux Service 개발[추가 자격 요건]- Linux 환경에 대한 이해 및 경험- RESTful API 및 다양한 통신 프로토콜에 대한 이해 및 경험[추가 우대사항]- git, svn 등 형상 관리 도구 사용 경험- 복잡한 보안 이슈 및 비즈니스 이해를 해결하고 최적화하기 위한 문제 해결 능력이 뛰어난 분- 보안 분야의 최신 트렌드 및 기술 동향에 대한 관심 및 이해가 있으신 분- Sqlite DB 쿼리 작성이 능숙하고 스키마 설계 경험이 있으신 분- 임베디드 데이터베이스(SQLite 등) 사용 경험5. 어플라이언스 플랫폼 SW 개발[추가 우대사항]- Linux 시스템 프로그래밍, 커널 드라이버 개발 경험- Linux 네트워크 프로그래밍 개발 경험- Linux 디바이스 드라이버 개발 경험6. 네트워크 보안제품 개발··Linux 네트워크 사용자 영역 모듈 개발··소켓 프로그램, 멀티 쓰레드, 비동기 처리, 성능 최적화[추가 자격 요건]- 개발 관련 opensource 툴(git/svn, cmake, make 등) 사용 가능- 데이터베이스를 활용한 개발 경험- 3rd Party 연동 경험자(AD, LDAP, Radius, DBMS, TACA+, SAML)- 인증서 관련 개발 경험자[추가 우대사항]- SSL VPN 관련 프로토콜 개발 경험- OpenVPN 개발 경험- PKCS#11 경험자7. EPS Server 백엔드 개발··리눅스 서버 어플리케이션 설계 및 개발··멀티 쓰레드, 비동기 처리, 성능 최적화··데이터 모델링, 스키마 설계, 쿼리 작성 및 성능 튜닝··서버·에이전트 간 통신 프로토콜 설계 및 개발··시스템 연동 API 설계 및 개발[추가 자격 요건]- 파이썬, GO 등의 개발 경험- 데이터베이스를 활용한 개발 경험[추가 우대사항]- 오픈 소스 라이브러리(Open SSL 등) 사용 경험- Mong DB 등 No SQL 개발 경험",backend
JD_041,[안랩] Web 개발,"[공통 자격요건]-·Java & Spring Framework 기반 백엔드 개발 경험-·git, svn 등 형상관리도구 사용 경험·[공통 우대요건]- 오픈소스 프로젝트 참여 경험[관심 분야 선택 안내]아래는·각 분야 소개 및 합류 시 얻어가실 수 있는 경험들입니다.·지원서에·관심 있는 분야를 선택하여 제출해주세요.·선택하신 분야는 전형 과정 중 적합한 포지션을 제안드리기 위해 참고 자료로 활용되며,실제 배치는 선택 분야와 상이할 수 있는 점 참고 부탁드립니다.1. EPP Management 제품 개발··웹 기반 보안솔루션 백엔드 개발··AI를 위한 웹 서비스 개발웹 기반···보안솔루션의 웹프론트 개발[추가 자격 요건]- Web(Back-End) 개발 경력 3년 이상- RDBMS(PostgreSQL, MySQL), MongoDB, Clickhouse, Redis0 사용 개발 경험[추가 우대사항]-·대용량 DB 처리 경험- Linux 환경 웹 애플리케이션 개발 경험- RESTful API 설계 및 개발 경험- 프론트엔드, 백엔드, 퍼블리싱 개발 경험- 보안 제품 개발 경험- Container, Kubernetes 활용 경험- Kafka, Zookeeper, HAProxy, PgBounce 사용 경험- NginX, Lighttpd 등 웹서비스 사용 경험- 클러스터/클라우드 환경에서 신규 Kubermetes 사용 경험- Python 사용 경험·2. EXDR 백엔드 서버 개발 ··단말에서 탐지된 대용량 데이터 처리 및 시각화 작업을 하는 서버 개발···알고리즘, 자료구조, 메모리 관리, 대용량 데이터 처리 및 통신··보안 솔루션 아키텍쳐 설계 및 오픈소스 사용 경험··다양한 보안 제품간의 연계···최신 위협 탐지/대응 솔루션 개발·[추가 자격요건]- OpenSource 사용 경험- Linux System에 대한 이해도를 바탕으로 한 trouble shooting[추가 우대사항]- Opensearch 사용 경험- Linux 사용 경험- 복잡한 보안 이슈 및 비즈니스 이해를 해결하고 최적화하기 위한 문제 해결 능력- 보안 분야의 최신 트렌드 및 기술동향에 대한 관심 및 이해3. AI SOC 웹 프런트/백엔드 개발 [추가 자격요건]- Linux 환경에서의 개발 및 운영 경험- 서비스 아키텍처 설계 및 리팩토링 경험- TypeScript 기반 SPA 프론트엔드 개발 경험 (Angular 또는 React)- Git + CI/CD 파이프라인 구축 및 운영 경험- RDBMS 설계 및 SQL 최적화 경험(PostgreSQL / MySQL / Oracle 등)[추가 우대사항]- SOARㆍSIEM 등 보안 제품 개발 경험 또는 연동 경험- 시큐어 코딩 및 취약점 대응 경험-JPA/Hibernate, Spring Batch, Redis (캐시ㆍ큐) 사용 경험-Docker / Kubernetes 기반 컨테이너ㆍ오케스트레이션 운영 경험-MSA 아키텍처 설계/운영 경험-AWS 환경 경험(S3, CloudWatch, EKS, ALB 등)-MCP 프로토콜 기반 Tool 연동 경험, 또는 표준 API/Adapter 설계 경험-AI 에이전트(Agentic) 구성 경험-바이브코딩(Vibe Coding) 기반 개발 경험",backend
JD_042,[올마이투어] Java Backend Engineer 정규직(경력) 채용,"상세내용“오늘보다 더 나은 여행”· 올마이투어는 코로나19 팬데믹이 극심하던 2020년 11월에 설립된 트래블테크 스타트업입니다.'오늘보다 더 나은 여행'을 미션으로 전 세계 숙소 원가 예약 플랫폼 ‘올마이투어닷컴'을 아시아 최초로 런칭하여 여행자들이 숙소 가격 비교의 번거로움을 덜고 여행에만 온전히 집중할 수 있는 생태계를 만들고 있습니다.· 또한 저희는 국내외 우수한 숙소를 전 세계 파트너사에게 공급하는 '글로벌 B2B 클라우드 채널링' 서비스를 운영하여, 현재 매출의 약 40%가 해외에서 발생하고 있습니다. 2024년 상반기 매출액은 152억 원으로 전년 동기 대비 약 3배 이상의 증가세를 보여, 여행업계와 투자사의 큰 관심을 불러일으키고 있습니다.·· 올마이투어의 성장은 계속됩니다. 전 세계 인구 1%가 사용하는 글로벌 여행플랫폼으로 성장하기 위해, 올마이투어닷컴 글로벌 버전을 열심히 준비 중이며 최근에는 홍콩 지사도 설립했습니다. 오늘보다 더 나은 여행을 만들어가는 올마이투어와 함께 성장하고 싶으신 분이라면 주저하지 말고 올마이투어의 문을 두드려 주세요!·······합류하게 될 팀에 대해 알려드려요.ㆍ올마이투어의 개발팀은 OTA 웹/모바일, 앱 플랫폼을 제작하는 기업연구소(IT부서)에 소속되어 있습니다.·ㆍ개발팀의 목표는 사용자 경험을 최우선으로 고려하며 여행예약시스템, 실시간 정보제공 플랫폼, 데이터분석 기반의 맞춤형 추천 서비스 등 다양한 기능을 개발하는 것입니다.·ㆍ기획/디자인 등 관련 부서와 유기적으로 소통/협업하고, 직무지식과 경험을 나누며 팀원 모두의 성장을 도모합니다.···함께할 동료가 알려주는 포지션 Career path에요ㆍ여행업계의 도메인 지식을 기반으로 한 전문적인 시스템 설계 경험을 축적합니다.·ㆍ대규모 트래픽을 처리할 수 있는 분산 시스템 설계/운영경험과 CI/CD 및 클라우드 환경에서의 자동화된 배포 및 운영 경험을 통해 기술 스택을 성장할 수 있습니다.·ㆍ해외 사용자까지 고려한 다국어 및 다국적 시스템 설계 및 운영 경험을 쌓습니다.·ㆍ여행 관련 글로벌 API(항공사, 호텔 등)와의 통합 경험을 통해 세계적인 서비스 및 다국적 시스템을 구축하고 고객 니즈를 분석하며 사용자 경험 혁신 및 여행의 가치를 더하는 개발자로 성장할 수 있습니다.····합류하면 이런 일을 할 수 있어요ㆍ올마이투어 백엔드 API 개발 및 유지보수·ㆍ올마이투어 백엔드 Business Logic 구현·ㆍ호텔 공급사 (3rd Party Supplier & CMS) 개발·ㆍ모바일 REST 구현 ㆍ신규 Project 작업····우리는 이런 분과 함께 성장하고 싶어요ㆍ여행업계 또는 유사 도메인에서의 프로젝트 경험이 5년 이상이신 분·ㆍJava 기반 Spring Framework의 경험이 있는 분·ㆍMyBatis, MySQL 또는 MariaDB 등 데이터베이스 설계 및 최적화 경험이 있는 분·ㆍGit을 활용한 협업 및 Jenkins 등 CI/CD 환경에서의 배포 경험이 있는 분·ㆍNaver Cloud Platform(NCP) 또는 AWS, GCP 등 클라우드 경험이 있는 분·ㆍLinux 환경에서의 서비스 운영 및 Shell Script 사용 경험이 있는 분···이런 분이면 더 좋아요ㆍElasticSearch 또는 Redis와 같은 검색 및 캐싱 시스템 경험이 있으신 분·ㆍNexus 또는 유사한 아티팩트 관리 툴 경험이 있으신 분·ㆍKubernetes 및 Docker를 활용한 컨테이너 기반 시스템 운영 경험이 있으신 분·ㆍ멀티모듈 프로젝트 경험이 있으신 분·ㆍ마이크로서비스 아키텍처(MSA)에 대한 이해와 경험이 있으신 분·ㆍ유관부서와 협력관계를 구축할 수 있는 유연한 커뮤니케이션 역량을 가진 분·ㆍ서비스의 최종 사용자 경험을 중요하게 생각하고 개선을 위해 고민하시는 분·ㆍ최신 기술에 관심을 갖고 새로운 도전을 두려워하지 않는 분···참고해주세요- 정규직 채용의 경우 3개월 수습기간이 있어요. - 이력서 및 경력 기술서는 자유양식으로 지원해주세요.···지원서류는 이렇게 작성하시는 걸 추천해요· · -·필수 지원서류 : 이력서, 경력기술서, 포트폴리오· · · · ·(모든 서류는 자유양식이며, 직무역량에 부합하는 경험과 성과가 잘 드러나도록 작성해 주세요.)···· 올마이투어 합류 여정이에요· · · ·서류접수 > 직무 및 조직 적합성 인터뷰 > 처우협의 > 최종 합격 및 입사 · · · · *필요 시 여정이·추가될 수 있습니다.·····지원",backend
JD_043,[인턴] BE Engineer (전환형),"[직무 설명]
BE Engineer는 다음과 같은 역할을 맡고있습니다.
· 고객사의 요구사항에 기반한 전반적인 서비스 인프라 환경을 설계·구축합니다.
· 서비스 요구사항을 충족하는 Backend API 서버를 설계하고 구축합니다.
· AI 모델을 효율적으로 서빙하기 위한 전략을 수립하고, 이를 위한 API 및 시스템 아키텍처를 설계·구축합니다.
· CI/CD 파이프라인을 설계·구축하고, 이를 통해 애플리케이션을 안정적으로 배포 및 운영합니다.
· 여러 실무자들과 협업하여 기능을 구현하고 검수합니다.
BE Engineer Intern 포지션은 위 업무의 보조 및 일부 기능 개발을 담당하게 됩니다.
[자격 요건]
· Python 기반의 웹 프레임워크(FastAPI, Flask 또는 Django) 개발 경험 있으신 분
· Docker, Kubernetes 등 컨테이너 기술을 활용한 서비스 배포 경험이 있으신 분
· AI 모델 서빙을 위한 시스템 설계 또는 ML 시스템과의 연동 경험이 있으신 분
· 협업을 위한 열린 자세와 논리적인 의사소통 능력을 갖추신 분
· 회사와 함께 성장하고자 하는 의지가 있으신 분
[우대 사항]
· 클라우드 환경(AWS, GCP 등)에서 인프라를 설계하거나 운영해본 경험이 있으신 분
· 인공지능 서비스의 개발부터 배포까지 전체 라이프사이클을 주도적으로 수행한 경험이 있는 분
· 다양한 산업 분야의 지식 및 데이터를 유연하게 이해하실 수 있는 분
· 특정 언어나",backend
JD_044,[인턴] Product Engineer (Back-End) (전환형),"[직무 설명]
· 제품의 특정 문제 영역을 정의하고 해결하는 End-to-End Ownership을 가지고 문제 정의부터 실험·구현·배포·개선까지 전 과정을 책임집니다.
· 제품의 흐름과 상호작용, 기능 구조를 설계하고 사용자가 실제로 경험하는 제품 경험 전반을 개선합니다.
· AI가 제품 개발 과정에서 최고의 속도로 문제를 해결할 수 있도록 개발 환경과 시스템을 설계하고 불필요한 마찰을 제거합니다.
· 가설을 빠르게 세우고 다양한 방식으로 해법을 실험하며, 실험 결과와 사용자 피드백을 기반으로 제품을 지속적으로 개선합니다.
· PM, 디자이너와 협업하여 문제를 정의하고 해결 방향을 함께 설계합니다.
[자격 요건]
· 백엔드 또는 풀스택 개발 경험이 있으신 분
· 기술 자체보다 제품 문제를 해결하는 과정에 더 큰 흥미를 느끼는 분
· 문제를 구조적으로 분석하고 빠르게 실험하며 해결할 수 있는 분
· 새로운 도구와 기술을 빠르게 학습하고 실제 제품 개발에 적용할 수 있는 분
· 빠르게 만들고, 실험하고, 개선하는 제품 중심 개발 사이클에 익숙한 분
· AI가 개발 과정에서 효과적으로 활용될 수 있도록 개발 환경과 워크플로우를 개선하는 데 관심이 있는 분
[우대 사항]
· 빠르게 실험하고 제품을 개선하는 개발 환경에서 일해본 경험이 있으신 분
· AI를 활용해 제품 기능을 빠르게 실험하거나 프로토타입을 만들어보신 분
· 사용자 피드백이나 데이터 기반으로 제품 기능을 개선해보신 분
· 복잡한 문제를 단순한 구조로 정리하고 빠르게 해결할 수 있으신 분
· 기술 선택이나 제품 방향에 대해 적극적으로 의견을 제시한 경험이 있으신 분이 이해하고
· 논리적으로 설명할 수 있으며 적극적으로 문제를 파고드는 태도를 가진 분
[우리가 문제를 해결하는 방식]
· Kotlin, Spring boot, Spring Batch, QueryDSL, JPA, Node.js, Javascript(ES6+), Nest.js, TypeORM, Python
· PostgreSQL, MySQL, Redis
· Apache Kafka, Airflow, AWS
· Github, Slack, Jira, Notion",backend
JD_045,[커버링] 클라이언트 개발자 인턴,"상세내용모든 버림은, 커버링이커머스, 배달, 세탁, 새벽 배송 등 소비를 위한 주문 과정에서는 많은 혁신이 있었지만, 쓰레기 처리는 여전히 이전과 동일한 모습입니다.·우리는 아직도 쓰레기를 직접 버리고 있습니다.·정해진 요일, 정해진 시간에, 정해진 곳에 정해진 방식대로 쓰레기를 버리는 일은 점점 더 엄격해지며 그 과정에서의 불편함은 점점 커지고 있습니다.커버링을 통해 우리는 쓰레기로 고민하지 않는 세상을 만들고자 합니다.··· 새로운 서비스페이팔 창업자 피터 틸의 제로 투 원을 읽어 보셨나요··기존의 것을 개선하는 것과 새로운 것을 만드는 것은 큰 차이가 있습니다.우리는 세상에 없던 것을 만들고 있습니다.·비록 그 과정은 어려움이 함께하겠지만, 무엇보다 가치있는 과정일 것입니다.··직접 만들어가는 서비스우리는 빠른 실행이 핵심이고, 이를 위해 각자의 영역에서 많은 결정권이 있습니다.·스스로 결정하고 필드에서 그 결과를 볼 수 있는 좋은 기회입니다.·커버링과 함께 직접 서비스를 만들어가는 과정을 함께하실 수 있습니다.····성장, 그리고 성장어제 10명의 유저는 오늘 100명의 유저가 되고, 내일은 1,000명의 유저를 마주하는 것이 스타트업입니다.·서비스의 성장에 맞게 개인의 R&R 이 커지기 때문에 자연스럽게 성장으로 이어집니다.성장하고자 하는 열정이 가득한 분이라면 얼마든지 성장할 수 있는 기회입니다.[주요 업무]기능 요구사항 분석 및 기술 구조 파악: 기존 커버링 라이더스 및 코어앱의 주요 기능 흐름과 도메인 구조를 분석하고 서버-클라이언트 간 데이터 흐름 이해.·기능 개선 및 신규 기능 개발(프론트엔드 & 백엔드): Flutter 기반 앱에서의 화면 상태 처리, 비즈니스 로직 반영, 네트워크 통신 등 기능 구현. 서버 사이드(NestJS 등)에서는 API 설계 및 구현, 연동, 인증 검증, DB, 로직 개발 등 병행.서비스 품질 향상 작업: 로딩 처리 오류, 예외 핸들링, 케이스 대응 등 사용자 체감 품질 개선, 로그 수집, 운영 상태 모니터링 등 안정적인 서비스 운영을 위한 개선 작업.PR 리뷰 및 실서비스 반영 경험: Git 기반의 브랜치 전략에 따라 작업 분리 및 Pull Request 생성, 코드 리뷰와 QA 테스트를 거쳐 실제 커버링 라이더스 앱에 배포되는 전체 개발 사이클 경험.[이런 분을 모시고 있어요!]졸업자 혹은 졸업예정자 이상으로 인턴 근무 후 정규직 전환에 제약이 없으신 분.사용자 중심적 사고를 바탕으로 개발하는 것을 즐기는 분기술 스택을 사용함에 있어 상황을 고려한 유연한 사고를 통해 최선의 선택을 이끌어낼 수 있는 분도전적인 목표 달성을 위해 끊임없이 몰입하고 그 과정을 즐기는 분빠르게 변하는 스타트업 환경 속에서도 주도적으로 방향을 설정하고 실행할 수 있는 분기본적인 CS(네트워크, 알고리즘, OS, 데이터 구조) 지식을 가지신 분개발 자체에 깊은 흥미를 가지고 새로운 기술이나 도메인에 대한 학습을 즐기는 분[인턴십 안내]인턴 기간 : 3개월인턴 종류 :·정규직 전환형",backend
JD_046,[토스] Node.js Developer,"[직무 설명]
· AI Agent 워크플로우를 설계하고 개발해요. LLM을 활용한 자동화 파이프라인을 구축하여 사내 반복 업무를 근본적으로 해결해요.
· MCP(Model Context Protocol) 서버를 개발하고 운영해요. AI 에이전트가 사내 시스템과 안전하게 상호작용할 수 있는 인터페이스를 만들어요.
· 자금팀, HR, 세일즈 등 다양한 조직의 업무 자동화를 직접 실행해요. 요구사항을 분석하고 최적의 자동화 솔루션을 설계해요.
· 사용자의 모바일 금융 활동이 더 쉽고 자연스러워질 수 있도록, 다양한 금융 데이터를 자동으로 수집하고 처리하는 시스템을 개발해요.
· 공용 라이브러리, CLI 도구, 플러그인 등 개발자 생산성 도구를 만들고 개선해요.
· OOP와 FP 기반의 높은 코드 품질과 충분한 테스트 커버리지를 갖춘 프로젝트를 운영하며, 기능 추가와 유지보수가 쉬운 코드를 지향해요.
[자격 요건]
· AI Agent나 LLM 기반 애플리케이션을 설계하거나 개발해 본 경험이 있으신 분을 찾고 있어요.
· 반복적인 업무 프로세스를 분석하고 자동화한 경험이 있으신 분과 함께하고 싶어요.
· 고객에게 안정적으로 데이터를 제공하고, 외부 상황에 따라 서비스가 중단되지 않도록 모니터링해 본 경험이 있으신 분을 찾고 있어요.
· 유연하면서도 가독성이 좋은 코드, 유지보수가 가능한 코드를 작성하실 수 있는 분을 찾고 있어요.
[우대 사항]
[이력서는 이렇게 작성하시는 걸 추천해요]
· AI Agent, LLM API, 프롬프트 엔지니어링 등 AI 응용 개발 경험이 있다면 기재해주세요.
· 불편한 인터페이스나 반복 업무를 자동화한 경험을 작성해 주세요.
· Node.js, ELK, ORM 등 다양한 기술을 활용한 웹/앱 서비스 운영 경험을 작성해 주세요.
· AWS, GitHub, GOCD 등의 경험이 있으시면 도움이 돼요. 관련 개발 경험이 있으시다면 기재해주세요.
· Functional Programming, Object Oriented Programming, Test Driven Development 경험이 있으시다면 기재해주세요.
[토스에서 사용하는 기술]
· TypeScript, Node.js, Nest.js, Go, ELK
· mikroORM, MySQL, Redis, Kafka
· LLM API (Claude, GPT), MCP (Model Context Protocol)",backend
JD_047,[패스트뷰] 백엔드 엔지니어 (주니어),"상세내용[패스트뷰] 백엔드 엔지니어 (주니어)[우리와 함께 할 업무예요.]- 빠른 시장 검증을 위한 프로토타입 개발- 서비스 기능을 위한 REST API 설계 및 개발- 콘텐츠 및 데이터 처리 백엔드 시스템 개발- 데이터 수집 및 처리 파이프라인 구축 지원- PO/PM과 협업하여 제품 기능 개선[우리는 이런 분을 찾고 있어요.]- Kotlin 또는 Java 기반 서버 개발 경험 1년 이상 또는 이에 준하는 역량- Spring Boot 기반 REST API 개발 경험- MySQL 등 RDBMS 사용 경험- Git을 활용한 협업 경험 (브랜치, PR, 충돌 해결 등)- 기술을 지속적으로 학습하고 성장하려는 그로스 마인드셋- 원활한 커뮤니케이션을 바탕으로 협업을 중요하게 생각하는 분[이런 경험이 있으시다면 더 좋아요.]- JPA / Hibernate 기반 데이터 접근 경험- Redis / Elasticsearch 사용 경험- AWS 환경에서 서비스 운영 경험- Docker 기반 개발 환경 경험- JUnit 기반 테스트 코드 작성 경험- QueryDSL 등 동적 쿼리 작성 경험- 애자일 스프린트 또는 프로토타입 기반 개발 경험- Jira / Confluence / Slack 등 협업 도구 사용 경험- FastAPI 사용 경험- Claude Code 등 AI 개발 도구 활용 경험",backend
JD_048,데이터/AI 백엔드 엔지니어,"[직무 설명]
· 다국어 백엔드 아키텍처 설계 : Java/Kotlin 기반의 견고한 메인 서비스 로직과 Python 기반의 AI/ML 서빙 레이어를 유연하게 연결하는 서비스 개발
· 벡터 검색 기반 서비스 고도화 : Vector DB를 설계 및 운영하여 시맨틱 서치, 유사 이미지/텍스트 검색 엔진 구현
· 지능형 검색 및 추천 파이프라인 : 사용자 로그와 콘텐츠 임베딩 데이터를 결합한 자동화된 추천 워크플로우 구축
· LLM Ops 및 데이터 엔지니어링 : 대규모 텍스트/이미지 데이터를 벡터화(Embedding)하여 저장하고, 실시간으로 검색 기준을 업데이트하는 파이프라인 관리
[자격 요건]
· 프로그래밍 역량: Java 또는 Kotlin을 이용한 대규모 트래픽 처리 경험과 Python을 활용한 데이터 처리/AI 라이브러리 활용 능력을 동시에 보유하신 분.
· API 시스템 설계 능력: gRPC, REST API 등을 통해 서로 다른 언어로 작성된 모듈 간의 통신을 효율적으로 설계할 수 있으신 분.
· 데이터 모델링 능력: MongoDB와 같은 NoSQL 환경에서 벡터 데이터와 메타데이터를 효율적으로 구조화하고 관리해 본 경험이 있으신 분.
[우대 사항]
· Search Engineering: 검색 시스템을 Vector DB와 결합한 하이브리드 검색(Hybrid Search) 구현 경험.
· AI 프레임워크 숙련도: LangChain 등을 활용해 LLM 기능(OpenLLM, ClosedLLM)을 통합해 본 경험.
· 인프라 최적화: 임베딩 생성 최적화 및 분산 환경에서의 벡터 검색 성능 튜닝 경험.
· 도메인 지식: 이미지 인식 등 컴퓨터 비전 모델의 결과값을 백엔드 시스템에 자동화 후 이식한 경험",backend
JD_049,백엔드 개발자,"[직무 설명]
· Python 기반 웹 서비스 서버 개발 및 운영
· FastAPI 기반 RESTful API, WebSocket 설계 및 개발
· 초기 스타트업 환경에서 빠른 실험과 반복을 즐기시는 분
· AI 기반 서비스를 위한 Vector DB 관리, 구축 및 최적화
· AI 모델 구동을 위한 서버 인프라 관리 (GPU 환경, CPU 환경, 분산 환경)
· 인스타그램/메타 광고 데이터 수집 및 처리 파이프라인 구축
· 대규모 미디어 콘텐츠 저장 및 관리 데이터베이스 운영
· 비동기 작업 처리 및 스케줄링 시스템 구축
· 서비스 모니터링 및 성능 최적화
[자격 요건]
· Python 기반 웹 서버 개발 실무 경험 (FastAPI 등)
· SQL 데이터베이스를 활용한 서비스 개발 경험 (PostgreSQL 등)
· 클라우드 인프라 구축 및 운영 경험 (AWS, GCP 등)
· 기획자, 프론트엔드 개발자 등 다양한 직군과의 원활한 협업 능력
· 컨테이너 기반 배포 경험 (Docker, Kubernetes 등)
[우대 사항]
· 메시지 큐를 활용한 분산 처리 시스템 구축 경험 (Celery, RabbitMQ, Redis 등)
· 테이블 당 수억 건 이상 레코드의 SQL 데이터베이스 최적화 경험
· 실시간 AI 모델 구동 프로젝트 개발 경험 (온프레미스 모델 구축 경험 등)
· Vector DB를 활용한 서비스 개발 경험 (Qdrant, Pinecone 등)
[사용하는",backend
JD_050,백엔드 개발자(앱개발) - 주4일제,"[직무 설명]
· Nest.JS 기반 백엔드 개발
· API 방식으로 프론트엔드 개발 지원
· React-native-background-location 라이브러리를 이용하여 GPS 추적 및 경로 기록 고도화 작업
· AWS 서버 관리 및 최적화
· DB(PostgreSQL) 아키텍처 및 최적화
-- 참고: 프론트엔드는 React native 기반임
[자격 요건]
주요 업무를 수행하는데 필요한 언어 기반 개발 경험 필요
신입 가능
근무지 관련",backend
JD_051,백엔드 엔지니어,"[직무 설명]
· Spring(Kotlin/Java) 기반 백엔드 API 설계 및 개발
· 고객사별 맞춤 비즈니스 로직 구현
· AWS, Google Cloud 기반 클라우드 인프라 설계 및 운영
· 데이터베이스 설계, 쿼리 최적화 및 데이터 파이프라인 구축
· 외부 플랫폼(배달앱, 회계 ERP 등) 연동
· CI/CD 파이프라인 구축 및 배포 자동화
· 시스템 모니터링, 장애 대응 및 성능 최적화
[자격 요건]
· Spring Framework(Spring Boot) 기반 백엔드 개발 경험이 있으신 분
· 관계형 데이터베이스(PostgreSQL 등) 설계 및 운영 경험이 있으신 분
· Claude Code 등 AI 코딩 도구 활용 경험이 있으신 분
· 자유롭게 의견을 내고 지적으로 정직한 토론을 좋아하시는 분
· Git 기반 협업과 코드 리뷰 문화에 익숙하신 분
[우대 사항]
· Kotlin 개발 경험이 있으신 분
· AWS 또는 GCP 클라우드 인프라 운영 경험이 있으신 분
· Kubernetes, Docker 기반 컨테이너 운영 경험이 있으신 분
· ERP, SaaS, B2B 서비스 개발 경험이 있으신 분",backend
JD_052,백엔드 엔지니어,"[직무 설명]
· API 설계 및 표준화: 권한/보안 경계 정의, 서비스 간 인터페이스 수립
· 데이터 파이프라인 인터페이스: 스키마 설계, 버전 정책, 백필 전략 수립
· 운영 체계 구축: 장애 대응 Runbook, 온콜 체계, 오너십 맵 관리
· 팀 기술 기여: 코드 리뷰, 아키텍처 의사결정 참여, 팀 내 기술 수준 향상
[자격 요건]
· 5년 이상 백엔드 개발 실무 경험이 있으신 분
· Kotlin/Spring Boot 또는 Python을 활용한 개발 경험이 있으신 분
· 서비스 설계 및 운영 경험이 있으신 분 (대용량 트래픽 처리 및 장애 대응 포함)
· 복잡한 시스템을 높은 오너십을 갖고 처음부터 끝까지 책임지고 완성한 경험이 있으신 분
· 해외 출장에 결격 사유가 없는 분
[우대 사항]
· 데이터 파이프라인 또는 분석 인프라 연동 경험이 있으신 분 (Airflow, Redshift, Athena 등)
· AWS 기반 인프라 운영 경험이 있으신 분 (IaC)
· 다양한 개발 직무를 경험해보신 분 (예: React를 활용한 프론트엔드 개발 등)
· 소규모 고밀도 팀에서 시니어로서 기술적·조직적 기여를 했던 경험이 있으신 분",backend
